year,event,noc,medal,iso_code,gdp_per_capita,population,host_noc,is_host,log_gdp_per_capita,log_population
2018,"Relay, Mixed",ITA,bronze,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"1,000 metres, Women",ITA,bronze,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"10,000 metres, Men",ITA,bronze,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"Downhill, Women",ITA,gold,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"500 metres, Women",ITA,gold,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"Cross, Women",ITA,gold,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"Sprint, Men",ITA,silver,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"Relay, Women",ITA,silver,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"Team, Women",JPN,bronze,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Moguls, Men",JPN,bronze,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Normal Hill, Individual, Women",JPN,bronze,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"1,000 metres, Women",JPN,bronze,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Singles, Men",JPN,gold,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"500 metres, Women",JPN,gold,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Mass Start, Women",JPN,gold,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Team Pursuit (6 laps), Women",JPN,gold,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Singles, Men",JPN,silver,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Individual, Men",JPN,silver,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Halfpipe, Men",JPN,silver,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"1,000 metres, Women",JPN,silver,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"1,500 metres, Women",JPN,silver,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Moguls, Women",KAZ,bronze,KAZ,9472.48527327758,18932727.0,KOR,0,9.156146588209843,16.756402569862583
2018,"500 metres, Men",KOR,bronze,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"1,000 metres, Men",KOR,bronze,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"1,000 metres, Men",KOR,bronze,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"1,500 metres, Men",KOR,bronze,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"1,500 metres, Men",KOR,gold,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"1,500 metres, Women",KOR,gold,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Relay, Women",KOR,gold,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Skeleton, Men",KOR,gold,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Mass Start, Men",KOR,gold,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Team, Women",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"500 metres, Men",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Parallel Giant Slalom, Men",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"500 metres, Men",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Team Pursuit (8 laps), Men",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"500 metres, Women",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Mass Start, Women",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Four, Men",KOR,silver,KOR,35363.9508228687,51585058.0,KOR,1,10.47344824192606,17.75874261487384
2018,"Two, Men",LAT,bronze,LVA,17252.1710428626,1927174.0,KOR,0,9.75569327209736,14.47156523911666
2018,"Super G, Women",LIE,bronze,LIE,174988.775083446,38246.0,KOR,0,12.072477108468131,10.55179425862292
2018,"Relay, Women",NED,bronze,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"Mass Start, Men",NED,bronze,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"Team Pursuit (8 laps), Men",NED,bronze,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Women",NED,bronze,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"3,000 metres, Women",NED,bronze,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"Mass Start, Women",NED,bronze,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,000 metres, Women",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,000 metres, Men",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Men",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"5,000 metres, Men",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,000 metres, Women",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Women",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"3,000 metres, Women",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"5,000 metres, Women",NED,gold,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Men",NED,silver,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"500 metres, Women",NED,silver,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Men",NED,silver,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"10,000 metres, Men",NED,silver,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"3,000 metres, Women",NED,silver,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"Team Pursuit (6 laps), Women",NED,silver,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"Super G, Men",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Team, Mixed",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Mass Start, Men",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Mass Start, Women",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Skiathlon, Men",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Team Sprint, Women",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Doubles, Mixed",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Normal Hill, Individual, Men",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Large Hill, Individual, Men",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"5,000 metres, Men",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"10 kilometres, Women",NOR,bronze,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Downhill, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Individual, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Sprint, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Skiathlon, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Relay, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Team Sprint, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"10 kilometres, Women",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"30 kilometres, Women",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Relay, Women",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Slopestyle, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Large Hill, Team, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Normal Hill, Individual, Women",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"500 metres, Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Team Pursuit (8 laps), Men",NOR,gold,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Downhill, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Giant Slalom, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Downhill, Women",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Giant Slalom, Women",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Relay, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Sprint, Women",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Relay, Mixed",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"15 kilometres, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Skiathlon, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Sprint, Women",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Skiathlon, Women",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Team, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Normal Hill, Individual, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"1,000 metres, Men",NOR,silver,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Halfpipe, Men",NZL,bronze,NZL,43257.0769238879,4900600.0,KOR,0,10.67491612727236,15.404868204564185
2018,"Big Air, Women",NZL,bronze,NZL,43257.0769238879,4900600.0,KOR,0,10.67491612727236,15.404868204564185
2018,"Large Hill, Team, Men",POL,bronze,POL,15658.2120316794,37974750.0,KOR,0,9.65875078880416,17.452432023145967
2018,"Large Hill, Individual, Men",POL,gold,POL,15658.2120316794,37974750.0,KOR,0,9.65875078880416,17.452432023145967
2018,"Sprint, Men",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"15 kilometres, Men",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"50 kilometres, Men",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Sprint, Women",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Relay, Women",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Aerials, Men",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Ski Cross, Men",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"1,500 metres, Men",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"5,000 metres, Women",ROC,bronze,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Singles, Women",ROC,gold,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Ice Hockey, Men",ROC,gold,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"50 kilometres, Men",ROC,silver,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Relay, Men",ROC,silver,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Team Sprint, Men",ROC,silver,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Singles, Women",ROC,silver,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Team, Mixed",ROC,silver,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Skeleton, Men",ROC,silver,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Parallel Giant Slalom, Men",SLO,bronze,SVN,25888.0481065655,2073894.0,KOR,0,10.161536678113812,14.544938557497323
2018,"Individual, Men",SLO,silver,SVN,25888.0481065655,2073894.0,KOR,0,10.161536678113812,14.544938557497323
2018,"Downhill, Men",SUI,bronze,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Combined, Women",SUI,bronze,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Team, Men",SUI,bronze,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Ski Cross, Women",SUI,bronze,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Combined, Women",SUI,gold,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Team, Mixed",SUI,gold,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"15 kilometres, Men",SUI,gold,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Slopestyle, Women",SUI,gold,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Parallel Giant Slalom, Men",SUI,gold,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Super G, Men",SUI,silver,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Slalom, Men",SUI,silver,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Slalom, Women",SUI,silver,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Doubles, Mixed",SUI,silver,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Ski Cross, Men",SUI,silver,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Slopestyle, Women",SUI,silver,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Mass Start, Women",SVK,gold,SVK,19573.3717031314,5446771.0,KOR,0,9.881925334928212,15.510533513991314
2018,"Pursuit, Women",SVK,silver,SVK,19573.3717031314,5446771.0,KOR,0,9.881925334928212,15.510533513991314
2018,"Individual, Women",SVK,silver,SVK,19573.3717031314,5446771.0,KOR,0,9.881925334928212,15.510533513991314
2018,"30 kilometres, Women",SWE,bronze,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Slalom, Men",SWE,gold,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Slalom, Women",SWE,gold,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Relay, Men",SWE,gold,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Individual, Women",SWE,gold,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Sprint, Women",SWE,gold,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Skiathlon, Women",SWE,gold,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Team, Women",SWE,gold,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Pursuit, Men",SWE,silver,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Relay, Women",SWE,silver,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"10 kilometres, Women",SWE,silver,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Relay, Women",SWE,silver,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Team Sprint, Women",SWE,silver,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Team, Men",SWE,silver,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Aerials, Men",UKR,gold,UKR,3059.0517578125,45208907.0,KOR,0,8.025860263854936,17.6268046829113
2018,"Downhill, Women",USA,bronze,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Ice Dance, Mixed",USA,bronze,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Team, Mixed",USA,bronze,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Women",USA,bronze,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Women",USA,bronze,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Team Pursuit (6 laps), Women",USA,bronze,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Giant Slalom, Women",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Team Sprint, Women",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Team, Men",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Men",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Ice Hockey, Women",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Slopestyle, Men",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Men",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Slopestyle, Women",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Women",USA,gold,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Combined, Women",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Two, Women",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Men",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Slopestyle, Men",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Singles, Men",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"1,000 metres, Men",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Big Air, Men",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Big Air, Women",USA,silver,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2022,"Slopestyle, Women",AUS,bronze,AUS,65169.5191118657,26018721.0,CHN,0,11.084747140319084,17.07432687534397
2022,"Moguls, Women",AUS,gold,AUS,65169.5191118657,26018721.0,CHN,0,11.084747140319084,17.07432687534397
2022,"Skeleton, Women",AUS,silver,AUS,65169.5191118657,26018721.0,CHN,0,11.084747140319084,17.07432687534397
2022,"Halfpipe, Men",AUS,silver,AUS,65169.5191118657,26018721.0,CHN,0,11.084747140319084,17.07432687534397
2022,"Downhill, Men",AUT,bronze,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Skiathlon, Women",AUT,bronze,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Doubles, Men",AUT,bronze,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Individual, Men",AUT,bronze,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Super G, Men",AUT,gold,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Combined, Men",AUT,gold,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Team, Mixed",AUT,gold,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Large Hill, Team, Men",AUT,gold,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Parallel Giant Slalom, Men",AUT,gold,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Cross, Men",AUT,gold,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Big Air, Women",AUT,gold,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Slalom, Men",AUT,silver,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Super G, Women",AUT,silver,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Slalom, Women",AUT,silver,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Singles, Men",AUT,silver,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Team Relay, Mixed",AUT,silver,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Normal Hill, Individual, Men",AUT,silver,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Parallel Giant Slalom, Women",AUT,silver,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"1,000 metres, Women",BEL,bronze,BEL,50605.7496677086,11680210.0,CHN,0,10.831820478616793,16.27340651465478
2022,"Mass Start, Men",BEL,gold,BEL,50605.7496677086,11680210.0,CHN,0,10.831820478616793,16.27340651465478
2022,"Individual, Men",BLR,silver,BLR,7994.64806074889,9228071.0,CHN,0,8.986527604380312,16.03776059222104
2022,"Aerials, Women",BLR,silver,BLR,7994.64806074889,9228071.0,CHN,0,8.986527604380312,16.03776059222104
2022,"Combined, Men",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Four, Men",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Monobob, Women",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Team, Men",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Halfpipe, Women",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Team Aerials, Mixed",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"500 metres, Men",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"500 metres, Women",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Normal Hill, Team, Mixed",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Slopestyle, Men",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Big Air, Men",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Cross, Women",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Team Cross, Mixed",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"3,000 metres, Women",CAN,bronze,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Ice Hockey, Women",CAN,gold,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Relay, Men",CAN,gold,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Slopestyle, Men",CAN,gold,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Team Pursuit (6 laps), Women",CAN,gold,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Moguls, Men",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Ski Cross, Women",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Halfpipe, Women",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"1,500 metres, Men",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Cross, Men",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"1,000 metres, Men",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"5,000 metres, Women",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
2022,"Mass Start, Women",CAN,silver,CAN,56256.8007264015,38935934.0,CHN,0,10.937682214561326,17.47742813540461
