year,event,medal,noc,iso_code,gdp_per_capita,population,host_noc,is_host,log_gdp_per_capita,log_population
1998,"Slalom, Women",silver,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"Combined, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Sprint, Men",silver,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Individual, Men",silver,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"Relay, Men",silver,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Sprint, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Individual, Women",silver,UKR,UKR,831.336791992188,50379731.0,JPN,0,6.723034997938744,17.73509948945408
1998,"Relay, Women",silver,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"Two, Men",silver,—,,,,JPN,0,,
1998,"Four, Men",silver,SUI,CHE,42680.5867322391,7110001.0,JPN,0,10.661499452562039,15.77701294242639
1998,"10 kilometres, Men",silver,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"30 kilometres, Men",silver,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"50 kilometres, Men",silver,SWE,SWE,30605.3669074811,8850974.0,JPN,0,10.328930661694965,15.996038067425516
1998,"Skiathlon, Men",silver,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Relay, Men",silver,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"5 kilometres, Women",silver,CZE,CZE,6526.59635780951,10294373.0,JPN,0,8.783640854806197,16.1471079932382
1998,"15 kilometres, Women",silver,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"30 kilometres, Women",silver,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"Skiathlon, Women",silver,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"Relay, Women",silver,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Team, Men",silver,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"Team, Women",silver,DEN,DNK,33346.4884298957,5304219.0,JPN,0,10.414707751344018,15.484013099588203
1998,"Singles, Men",silver,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"Singles, Women",silver,USA,USA,32853.6769523009,275854000.0,JPN,0,10.399818949225777,19.435382298211984
1998,"Pairs, Mixed",silver,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"Ice Dance, Mixed",silver,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"Moguls, Men",silver,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"Aerials, Men",silver,FRA,FRA,24869.4030795939,60190684.0,JPN,0,10.121393534884714,17.91302814747334
1998,"Moguls, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Aerials, Women",silver,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"Ice Hockey, Men",silver,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"Ice Hockey, Women",silver,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"Singles, Men",silver,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"Doubles, Men",silver,USA,USA,32853.6769523009,275854000.0,JPN,0,10.399818949225777,19.435382298211984
1998,"Singles, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Team, Men",silver,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"Individual, Men",silver,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"500 metres, Men",silver,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"1,000 metres, Men",silver,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"Relay, Men",silver,KOR,KOR,8583.43557499234,46286503.0,JPN,0,9.057589529002422,17.650360964679567
1998,"500 metres, Women",silver,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"1,000 metres, Women",silver,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"Relay, Women",silver,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"Normal Hill, Individual, Men",silver,JPN,JPN,32423.7556133801,126400000.0,JPN,1,10.38664663106595,18.65496203967703
1998,"Large Hill, Individual, Men",silver,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"Large Hill, Team, Men",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Giant Slalom, Men",silver,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"Halfpipe, Men",silver,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Giant Slalom, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Halfpipe, Women",silver,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"500 metres, Men",silver,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"1,000 metres, Men",silver,NED,NLD,27924.281808994,15707209.0,JPN,0,10.237251905038868,16.569630336905867
1998,"1,500 metres, Men",silver,NED,NLD,27924.281808994,15707209.0,JPN,0,10.237251905038868,16.569630336905867
1998,"5,000 metres, Men",silver,NED,NLD,27924.281808994,15707209.0,JPN,0,10.237251905038868,16.569630336905867
1998,"10,000 metres, Men",silver,NED,NLD,27924.281808994,15707209.0,JPN,0,10.237251905038868,16.569630336905867
1998,"500 metres, Women",silver,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"1,000 metres, Women",silver,USA,USA,32853.6769523009,275854000.0,JPN,0,10.399818949225777,19.435382298211984
1998,"1,500 metres, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"3,000 metres, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"5,000 metres, Women",silver,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
2002,"Downhill, Men",silver,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"Super G, Men",silver,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Giant Slalom, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Slalom, Men",silver,FRA,FRA,24144.5727019529,61812142.0,USA,0,10.09181490098612,17.939610375621637
2002,"Combined, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Downhill, Women",silver,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"Super G, Women",silver,CRO,HRV,6219.58164143945,4302174.0,USA,0,8.735457923252417,15.274631034295927
2002,"Giant Slalom, Women",silver,SWE,SWE,29957.7776664916,8924958.0,USA,0,10.307544258194069,16.00436217973655
2002,"Slalom, Women",silver,FRA,FRA,24144.5727019529,61812142.0,USA,0,10.09181490098612,17.939610375621637
2002,"Combined, Women",silver,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Sprint, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Pursuit, Men",silver,FRA,FRA,24144.5727019529,61812142.0,USA,0,10.09181490098612,17.939610375621637
2002,"Individual, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Relay, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Sprint, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Pursuit, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Individual, Women",silver,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"Relay, Women",silver,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"Two, Men",silver,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"Four, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Two, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Sprint, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"15 kilometres, Men",silver,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"30 kilometres, Men",silver,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"50 kilometres, Men",silver,EST,EST,5343.18310760735,1379350.0,USA,0,8.583576841931535,14.137122931678464
2002,"Skiathlon, Men",silver,—,,,,USA,0,,
2002,"Relay, Men",silver,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"Sprint, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"10 kilometres, Women",silver,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"15 kilometres, Women",silver,CZE,CZE,8101.26018588111,10196916.0,USA,0,8.99977490706329,16.137595879595455
2002,"30 kilometres, Women",silver,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"Skiathlon, Women",silver,CZE,CZE,8101.26018588111,10196916.0,USA,0,8.99977490706329,16.137595879595455
2002,"Relay, Women",silver,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"Team, Men",silver,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"Team, Women",silver,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"Singles, Men",silver,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"Singles, Women",silver,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"Pairs, Mixed",silver,—,,,,USA,0,,
2002,"Ice Dance, Mixed",silver,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"Moguls, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Aerials, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Moguls, Women",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Aerials, Women",silver,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"Ice Hockey, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Ice Hockey, Women",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Singles, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Doubles, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Singles, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Team, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Individual, Men",silver,FIN,FIN,26989.389260959,5200598.0,USA,0,10.203199077410675,15.464284176939662
2002,"Sprint, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"500 metres, Men",silver,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"1,000 metres, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"1,500 metres, Men",silver,CHN,CHN,1163.55957673426,1280400000.0,USA,0,7.059239186187989,20.970438366059984
2002,"Relay, Men",silver,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"500 metres, Women",silver,BUL,BGR,2092.98288625558,7837161.0,USA,0,7.646345545754941,15.874387209399332
2002,"1,000 metres, Women",silver,KOR,KOR,13642.9424537101,47644736.0,USA,0,9.520977630545483,17.67928270976891
2002,"1,500 metres, Women",silver,KOR,KOR,13642.9424537101,47644736.0,USA,0,9.520977630545483,17.67928270976891
2002,"Relay, Women",silver,CHN,CHN,1163.55957673426,1280400000.0,USA,0,7.059239186187989,20.970438366059984
2002,"Skeleton, Men",silver,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Skeleton, Women",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Normal Hill, Individual, Men",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Large Hill, Individual, Men",silver,POL,POL,5223.45178967082,38230364.0,USA,0,8.560913724728092,17.459140626945604
2002,"Large Hill, Team, Men",silver,FIN,FIN,26989.389260959,5200598.0,USA,0,10.203199077410675,15.464284176939662
2002,"Parallel Giant Slalom, Men",silver,SWE,SWE,29957.7776664916,8924958.0,USA,0,10.307544258194069,16.00436217973655
2002,"Halfpipe, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Parallel Giant Slalom, Women",silver,FRA,FRA,24144.5727019529,61812142.0,USA,0,10.09181490098612,17.939610375621637
2002,"Halfpipe, Women",silver,FRA,FRA,24144.5727019529,61812142.0,USA,0,10.09181490098612,17.939610375621637
2002,"500 metres, Men",silver,JPN,JPN,32820.7936433254,127445000.0,USA,0,10.398817546049619,18.663195456945832
2002,"1,000 metres, Men",silver,NED,NLD,29446.5330872868,16148929.0,USA,0,10.290331460156297,16.597364289644478
2002,"1,500 metres, Men",silver,NED,NLD,29446.5330872868,16148929.0,USA,0,10.290331460156297,16.597364289644478
2002,"5,000 metres, Men",silver,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"10,000 metres, Men",silver,NED,NLD,29446.5330872868,16148929.0,USA,0,10.290331460156297,16.597364289644478
2002,"500 metres, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"1,000 metres, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"1,500 metres, Women",silver,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"3,000 metres, Women",silver,NED,NLD,29446.5330872868,16148929.0,USA,0,10.290331460156297,16.597364289644478
2002,"5,000 metres, Women",silver,NED,NLD,29446.5330872868,16148929.0,USA,0,10.290331460156297,16.597364289644478
2006,"Downhill, Men",silver,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Super G, Men",silver,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Giant Slalom, Men",silver,FRA,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Slalom, Men",silver,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Combined, Men",silver,CRO,HRV,11501.2099669894,4311159.0,ITA,0,9.350207523337499,15.27671733544301
2006,"Downhill, Women",silver,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Super G, Women",silver,CRO,HRV,11501.2099669894,4311159.0,ITA,0,9.350207523337499,15.27671733544301
2006,"Giant Slalom, Women",silver,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Slalom, Women",silver,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Combined, Women",silver,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Sprint, Men",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Pursuit, Men",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Mass Start, Men",silver,POL,POL,9068.85528307627,38141267.0,ITA,0,9.1126013260015,17.45680737730162
2006,"Individual, Men",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Relay, Men",silver,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Sprint, Women",silver,SWE,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Pursuit, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Mass Start, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Individual, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Relay, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Two, Men",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Four, Men",silver,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Two, Women",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Sprint, Men",silver,FRA,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"15 kilometres, Men",silver,CZE,CZE,15259.0788162004,10238905.0,ITA,0,9.632929937105501,16.14170523826408
2006,"50 kilometres, Men",silver,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Skiathlon, Men",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Relay, Men",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Team Sprint, Men",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Sprint, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"10 kilometres, Women",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"30 kilometres, Women",silver,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Skiathlon, Women",silver,CZE,CZE,15259.0788162004,10238905.0,ITA,0,9.632929937105501,16.14170523826408
2006,"Relay, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Team Sprint, Women",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Team, Men",silver,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Team, Women",silver,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Singles, Men",silver,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Singles, Women",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Pairs, Mixed",silver,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Ice Dance, Mixed",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Moguls, Men",silver,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Aerials, Men",silver,BLR,BLR,3848.22350300163,9604924.0,ITA,0,8.255366892999483,16.07778644160794
2006,"Moguls, Women",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Aerials, Women",silver,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Ice Hockey, Men",silver,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Ice Hockey, Women",silver,SWE,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Singles, Men",silver,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Doubles, Men",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Singles, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Team, Men",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Individual, Men",silver,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Sprint, Men",silver,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"500 metres, Men",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"1,000 metres, Men",silver,KOR,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,500 metres, Men",silver,KOR,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"Relay, Men",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"500 metres, Women",silver,BUL,BGR,4523.1465578805,7601022.0,ITA,0,8.416963171756443,15.843793269899995
2006,"1,000 metres, Women",silver,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"1,500 metres, Women",silver,KOR,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"Relay, Women",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Skeleton, Men",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Skeleton, Women",silver,GBR,GBR,44695.161023424,60846820.0,ITA,0,10.707620520232188,17.923870116377337
2006,"Normal Hill, Individual, Men",silver,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Large Hill, Individual, Men",silver,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Large Hill, Team, Men",silver,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Parallel Giant Slalom, Men",silver,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Halfpipe, Men",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Cross, Men",silver,SVK,SVK,13167.8954730379,5373054.0,ITA,0,9.485536984932573,15.496907019911712
2006,"Parallel Giant Slalom, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Halfpipe, Women",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Cross, Women",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"500 metres, Men",silver,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"1,000 metres, Men",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"1,500 metres, Men",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"5,000 metres, Men",silver,NED,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"10,000 metres, Men",silver,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Team Pursuit (8 laps), Men",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"500 metres, Women",silver,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"1,000 metres, Women",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"1,500 metres, Women",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"3,000 metres, Women",silver,NED,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"5,000 metres, Women",silver,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Team Pursuit (6 laps), Women",silver,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2010,"Downhill, Men",silver,NOR,NOR,88163.2085931423,4889252.0,CAN,0,11.386945018837231,15.402549884515507
2010,"Super G, Men",silver,USA,USA,48642.6100179312,309378227.0,CAN,0,10.792255175108533,19.5500751219399
2010,"Giant Slalom, Men",silver,NOR,NOR,88163.2085931423,4889252.0,CAN,0,11.386945018837231,15.402549884515507
2010,"Slalom, Men",silver,CRO,HRV,13729.7654965022,4295427.0,CAN,0,9.527321418973202,15.273061526386682
2010,"Combined, Men",silver,CRO,HRV,13729.7654965022,4295427.0,CAN,0,9.527321418973202,15.273061526386682
2010,"Downhill, Women",silver,USA,USA,48642.6100179312,309378227.0,CAN,0,10.792255175108533,19.5500751219399
2010,"Super G, Women",silver,SLO,SVN,23329.8417691156,2048583.0,CAN,0,10.05748858269996,14.532658892600047
2010,"Giant Slalom, Women",silver,SLO,SVN,23329.8417691156,2048583.0,CAN,0,10.05748858269996,14.532658892600047
2010,"Slalom, Women",silver,AUT,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Combined, Women",silver,USA,USA,48642.6100179312,309378227.0,CAN,0,10.792255175108533,19.5500751219399
2010,"Sprint, Men",silver,NOR,NOR,88163.2085931423,4889252.0,CAN,0,11.386945018837231,15.402549884515507
2010,"Pursuit, Men",silver,AUT,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Mass Start, Men",silver,SVK,SVK,16899.448680529,5391428.0,CAN,0,9.735036277925136,15.500320842861019
2010,"Relay, Men",silver,AUT,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Sprint, Women",silver,GER,DEU,42396.9665976293,81776930.0,CAN,0,10.654832096152019,18.219505732455367
2010,"Pursuit, Women",silver,SVK,SVK,16899.448680529,5391428.0,CAN,0,9.735036277925136,15.500320842861019
